#
614,3.4400
615,3.4400
616,3.4400
617,3.4400
618,3.4400
619,3.4400
620,3.4400
621,3.4400
622,3.4400
623,3.4400
624,3.4400
625,3.4400
626,3.4400
627,3.4400
628,3.4400
629,3.4400
630,3.4400
631,3.4400
632,3.4400
633,3.4400
634,3.4400
635,3.4400
636,3.4400
637,3.4400
638,3.4400
639,3.4400
640,4.4400
641,4.4400
642,4.4400
643,4.4400
644,5.4400
645,4.4400
646,4.4400
647,4.4400
648,4.4400
649,4.4400
650,0.4000
651,0.4083
652,0.4166
653,0.4250
654,0.4333
655,0.4416
656,0.4500
657,0.4575
658,0.4650
659,0.4725
660,0.4800
661,0.4860
662,0.4920
663,0.4980
664,0.5040
665,0.5100
666,0.5160
667,0.5220
668,0.5280
669,0.5340
670,0.5400
671,0.5460
672,0.5520
673,0.5580
674,0.5640
675,0.5700
676,0.5760
677,0.5820
678,0.5880
679,0.5940
680,0.6000
681,0.6060
682,0.6120
683,0.6180
684,0.6240
685,0.6300
686,0.6360
687,0.6420
688,0.6480
689,0.6540
690,0.6600
691,0.6600
692,0.6600
693,0.6600
694,0.6600
695,0.6600
696,0.6600
697,0.6600
698,0.6600
699,0.6600
700,1.6600
701,1.6600
702,1.6600
703,1.6600
704,1.6600
705,1.6600
706,1.6600
707,1.6600
708,1.6600
709,1.6600
710,2.7500
711,2.6600
712,2.6600
713,2.6600
714,2.6600
715,2.6600
716,2.6600
717,2.6600
718,2.6600
719,2.6600
720,2.8050
721,2.6600
722,2.6600
723,2.6600
724,2.6600
725,2.6600
726,2.6600
727,2.6600
728,2.6600
729,2.6600
730,2.6600
731,2.6600
732,2.6600
733,2.6600
734,2.6600
735,2.6600
736,2.6600
737,2.6600
738,2.6600
739,2.6600
740,3.6600
741,3.6600
742,3.6600
743,3.6600
744,3.6600
745,3.6600
746,3.6600
747,3.6600
748,3.6600
749,3.6600
750,3.6600
751,3.6600
752,3.6600
753,3.6600
754,3.6600
755,3.6600
756,3.6600
757,3.6600
758,3.6600
759,3.6600
760,3.6600
761,3.6600
762,3.6600
763,3.6600
764,3.6600
765,3.6600
766,3.6600
767,3.6600
768,3.6600
769,3.6600
770,4.6600
771,4.6600
772,4.6600
773,4.6600
774,4.6600
775,4.6600
776,4.6600
777,4.6600
778,4.6600
779,4.6600
780,4.6600
781,4.6600
782,4.6600
783,4.6600
784,4.6600
785,4.6600
786,4.6600
787,4.6600
788,4.6600
789,4.6600
790,4.6600
791,4.6600
792,4.6600
793,4.6600
794,4.6600
795,4.6600
796,4.6600
797,4.6600
798,4.6600
799,4.6600
