key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
15,3,"Métallurgie","RecipeLevelTable#7",0,"Épée viking",1,"Lingot de bronze",1,"Cuir",1,"Fragment d'os",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
16,3,"Métallurgie","RecipeLevelTable#7",0,"Marteau de ciseleur",1,"Lingot de bronze",1,"Rivets en bronze",1,"Madrier d'érable",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
17,3,"Métallurgie","RecipeLevelTable#7",0,"Labrys",1,"Lingot de bronze",2,"Madrier d'érable",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
18,3,"Métallurgie","RecipeLevelTable#8",0,"Pioche",1,"Lingot de bronze",1,"Étoffe de chanvre",1,"Madrier d'érable",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
19,3,"Métallurgie","RecipeLevelTable#8",0,"Couteau à pied",1,"Lingot de bronze",1,"Madrier d'érable",1,"Pierre à aiguiser en grès",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
20,3,"Métallurgie","RecipeLevelTable#9",0,"Hache ouragan",1,"Hache de guerre",1,"Lingot de bronze",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
21,3,"Métallurgie","RecipeLevelTable#9",0,"Marteau arrache-clou",1,"Lingot de bronze",1,"Madrier d'érable",1,"Huile de poisson",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
22,3,"Métallurgie","RecipeLevelTable#10",0,"Lime",1,"Lingot de bronze",2,"Cuir rigide",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
23,3,"Métallurgie","RecipeLevelTable#10",0,"Tenailles",1,"Lingot de bronze",1,"Rivets en bronze",1,"Essence de girofle",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
24,3,"Métallurgie","RecipeLevelTable#10",0,"Mortier",1,"Lingot de bronze",2,"Madrier de frêne",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
25,3,"Métallurgie","RecipeLevelTable#10",0,"Marteau à panne croisée d'amateur",1,"Lingot de bronze",1,"Étoffe de chanvre",1,"Madrier de frêne",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
26,3,"Métallurgie","RecipeLevelTable#10",0,"Marteau de ciseleur d'amateur",1,"Lingot de bronze",1,"Rivets en bronze",1,"Madrier de frêne",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
27,3,"Métallurgie","RecipeLevelTable#11",0,"Alêne",1,"Lingot de bronze",1,"Madrier de frêne",1,"Fluide de méduse",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
28,3,"Métallurgie","RecipeLevelTable#11",0,"Faux",1,"Lingot de bronze",1,"Madrier de frêne",1,"Pierre à aiguiser en grès",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
29,3,"Métallurgie","RecipeLevelTable#11",0,"Marteau à emboutir d'amateur",1,"Lingot de bronze",1,"Madrier de frêne",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
30,3,"Métallurgie","RecipeLevelTable#11",0,"Pioche d'amateur",1,"Lingot de bronze",1,"Étoffe de chanvre",1,"Madrier de frêne",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
31,3,"Métallurgie","RecipeLevelTable#11",0,"Couteau à pied d'amateur",1,"Lingot de bronze",1,"Madrier de frêne",1,"Pierre à aiguiser en grès",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
32,3,"Métallurgie","RecipeLevelTable#12",0,"Couteau de cuisine",1,"Lingot de bronze",1,"Madrier de frêne",1,"Pierre à aiguiser en grès",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
33,3,"Métallurgie","RecipeLevelTable#12",0,"Maillet",1,"Lingot de bronze",1,"Madrier de frêne",1,"Glu animale",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
34,3,"Métallurgie","RecipeLevelTable#12",0,"Scie d'amateur",1,"Lingot de bronze",1,"Rivets en bronze",1,"Madrier de frêne",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
35,3,"Métallurgie","RecipeLevelTable#12",0,"Hachette d'amateur",1,"Lingot de bronze",1,"Madrier de frêne",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
36,3,"Métallurgie","RecipeLevelTable#12",0,"Marteau ornementé",1,"Marteau de ciseleur d'amateur",1,"Rivets en bronze",2,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
37,3,"Métallurgie","RecipeLevelTable#13",0,"Poings métalliques",1,"Lingot de bronze",2,"Cuir rigide",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
38,3,"Métallurgie","RecipeLevelTable#13",0,"Spathe",1,"Lingot de bronze",1,"Cuir rigide",1,"Corne de bélier",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
39,3,"Métallurgie","RecipeLevelTable#14",0,"Labrys en bronze à pointe",1,"Lingot de bronze",3,"Madrier de frêne",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
40,3,"Métallurgie","RecipeLevelTable#14",0,"Couteau à pied en laiton",1,"Couteau à pied",1,"Pierre à aiguiser en grès",1,"Lingot de laiton",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
41,3,"Métallurgie","RecipeLevelTable#15",0,"Marteau à bec",1,"Lingot de bronze",1,"Étoffe de coton",1,"Madrier de frêne",1,"Fluide de méduse",1,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
42,3,"Métallurgie","RecipeLevelTable#15",0,"Marteau de batteur",1,"Lingot de bronze",1,"Plaque de bronze",1,"Madrier de frêne",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
43,1,"Métallurgie","RecipeLevelTable#16",0,"Lingot de fer",1,"Minerai de fer",3,"",0,"",0,"",0,"",0,"",0,"Éclat de feu",1,,0,"RecipeNotebookList#0",0,False,0,50,80,58,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
44,3,"Métallurgie","RecipeLevelTable#16",0,"Pioche à plumet",1,"Pioche",1,"Cuir rigide",1,"Plume de corbeau",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
45,3,"Métallurgie","RecipeLevelTable#16",0,"Épée bâtarde en laiton",1,"Épée bâtarde",1,"Lingot de laiton",2,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
46,3,"Métallurgie","RecipeLevelTable#16",0,"Scie queue de chocobo",1,"Scie d'amateur",1,"Rivets en bronze",2,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
47,3,"Métallurgie","RecipeLevelTable#16",0,"Poings en laiton",1,"Poings métalliques",1,"Lingot de laiton",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
48,3,"Métallurgie","RecipeLevelTable#17",0,"Hache de guerre en fer",1,"Lingot de fer",2,"Madrier de frêne",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
49,3,"Métallurgie","RecipeLevelTable#17",0,"Hachette en fer",1,"Lingot de fer",1,"Madrier de frêne",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
50,3,"Métallurgie","RecipeLevelTable#17",0,"Labrys en fer",1,"Lingot de fer",2,"Madrier d'orme",1,"Cuir rigide",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
51,1,"Métallurgie","RecipeLevelTable#18",0,"Rivets en fer",1,"Lingot de fer",1,"",0,"",0,"",0,"",0,"",0,"Éclat de feu",1,,0,"RecipeNotebookList#0",0,False,50,50,80,58,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
52,3,"Métallurgie","RecipeLevelTable#18",0,"Marteau à panne croisée en fer",1,"Lingot de fer",1,"Étoffe de coton",1,"Madrier d'orme",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
53,3,"Métallurgie","RecipeLevelTable#18",0,"Marteau de ciseleur en fer",1,"Lingot de fer",1,"Rivets en fer",1,"Madrier d'orme",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
54,3,"Métallurgie","RecipeLevelTable#18",0,"Marteau à emboutir en fer",1,"Lingot de fer",1,"Madrier d'orme",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
55,3,"Métallurgie","RecipeLevelTable#19",0,"Alêne en fer",1,"Lingot de fer",1,"Madrier d'orme",1,"Essence de girofle",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
56,3,"Métallurgie","RecipeLevelTable#19",0,"Hachette d'initié",1,"Lingot de fer",1,"Madrier d'orme",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
57,3,"Métallurgie","RecipeLevelTable#19",0,"Couteau à pied d'initié",1,"Lingot de fer",1,"Madrier de frêne",1,"Pierre à aiguiser en mudstone",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
58,3,"Métallurgie","RecipeLevelTable#19",0,"Maillet d'initié",1,"Lingot de fer",1,"Madrier d'orme",1,"Glu de poisson",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
59,3,"Métallurgie","RecipeLevelTable#20",0,"Épée viking en laiton",1,"Épée viking",1,"Lingot de laiton",1,"Cuir de bouquetin",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
60,3,"Métallurgie","RecipeLevelTable#20",0,"Pioche en fer",1,"Lingot de fer",1,"Étoffe de coton",1,"Madrier de frêne",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
61,3,"Métallurgie","RecipeLevelTable#20",0,"Scie d'initié",1,"Lingot de fer",1,"Rivets en fer",1,"Madrier de frêne",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
62,3,"Métallurgie","RecipeLevelTable#20",0,"Marteau arrache-clou en fer",1,"Lingot de fer",1,"Madrier d'orme",1,"Fluide de méduse",1,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
63,3,"Métallurgie","RecipeLevelTable#20",0,"Épée bâtarde enrageante",1,"Épée bâtarde en laiton",1,"Cuir de bouquetin",1,"",0,"",0,"",0,"",0,"Éclat de feu",1,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
64,3,"Métallurgie","RecipeLevelTable#21",0,"Couteau de cuisine en fer",1,"Lingot de fer",1,"Madrier d'orme",1,"Pierre à aiguiser en mudstone",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
65,3,"Métallurgie","RecipeLevelTable#21",0,"Faux en fer",1,"Lingot de fer",1,"Madrier d'orme",1,"Pierre à aiguiser en mudstone",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
66,3,"Métallurgie","RecipeLevelTable#21",0,"Mortier en fer",1,"Lingot de fer",2,"Madrier d'orme",1,"",0,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
67,3,"Métallurgie","RecipeLevelTable#21",0,"Hache infernale",1,"Hache de guerre en fer",1,"Lingot de fer",1,"Lingot de laiton",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
68,3,"Métallurgie","RecipeLevelTable#21",0,"Marteau à panne croisée d'initié",1,"Lingot de fer",1,"Étoffe de coton",1,"Madrier d'if",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
69,3,"Métallurgie","RecipeLevelTable#21",0,"Marteau de ciseleur d'initié",1,"Lingot de fer",1,"Rivets en fer",1,"Madrier d'if",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
70,3,"Métallurgie","RecipeLevelTable#21",0,"Marteau à emboutir d'initié",1,"Lingot de fer",1,"Madrier d'if",1,"",0,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
71,3,"Métallurgie","RecipeLevelTable#22",0,"Lime en fer",1,"Lingot de fer",2,"Cuir de bouquetin",1,"",0,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
72,3,"Métallurgie","RecipeLevelTable#22",0,"Tenailles en fer",1,"Lingot de fer",1,"Rivets en fer",1,"Essence de girofle",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
73,3,"Métallurgie","RecipeLevelTable#22",0,"Pioche d'initié",1,"Lingot de fer",1,"Étoffe de coton",1,"Madrier d'orme",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
74,3,"Métallurgie","RecipeLevelTable#22",0,"Épée courte",1,"Lingot de fer",2,"Madrier d'orme",1,"Cuir de bouquetin",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
75,3,"Métallurgie","RecipeLevelTable#23",0,"Maillet en fer",1,"Lingot de fer",1,"Madrier d'orme",1,"Glu de poisson",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
76,3,"Métallurgie","RecipeLevelTable#23",0,"Alêne d'initié",1,"Lingot de fer",1,"Madrier d'if",1,"Essence de girofle",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
77,3,"Métallurgie","RecipeLevelTable#23",0,"Poings à pointes",1,"Plaque de fer",1,"Lingot de fer",1,"Cuir de bouquetin",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
78,3,"Métallurgie","RecipeLevelTable#24",0,"Vouge",1,"Lingot de fer",2,"Madrier d'if",1,"Essence de girofle",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",2,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
79,3,"Métallurgie","RecipeLevelTable#24",0,"Hachette en laiton",1,"Hachette d'initié",1,"Lingot de laiton",1,"Essence de girofle",1,"",0,"",0,"",0,"Éclat de feu",2,"Éclat de terre",2,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
