key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
14,3,"Grobschmied","RecipeLevelTable#6",0,"Laienmörser",1,"Bronzebarren",2,"Ahorn-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
15,3,"Grobschmied","RecipeLevelTable#7",0,"Wikingerschwert",1,"Bronzebarren",1,"Leder",1,"Knochensplitter",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
16,3,"Grobschmied","RecipeLevelTable#7",0,"Bronze-Ziselierhammer",1,"Bronzebarren",1,"Bronzenieten",1,"Ahorn-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
17,3,"Grobschmied","RecipeLevelTable#7",0,"Bronze-Labrys",1,"Bronzebarren",2,"Ahorn-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
18,3,"Grobschmied","RecipeLevelTable#8",0,"Bronzespitzhacke",1,"Bronzebarren",1,"Na<SoftHyphen/>tur<SoftHyphen/>be<SoftHyphen/>las<SoftHyphen/>se<SoftHyphen/>ner Hanf",1,"Ahorn-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
19,3,"Grobschmied","RecipeLevelTable#8",0,"Bronze-Sattlermesser",1,"Bronzebarren",1,"Ahorn-Bauholz",1,"Sandwetzstein",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
20,3,"Grobschmied","RecipeLevelTable#9",0,"Wolkenaxt",1,"Bron<SoftHyphen/>ze<SoftHyphen/>streit<SoftHyphen/>axt",1,"Bronzebarren",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
21,3,"Grobschmied","RecipeLevelTable#9",0,"Bronze-Klauenhammer",1,"Bronzebarren",1,"Ahorn-Bauholz",1,"Fischtran",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
22,3,"Grobschmied","RecipeLevelTable#10",0,"Bronzefeile",1,"Bronzebarren",2,"Juchleder",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
23,3,"Grobschmied","RecipeLevelTable#10",0,"Bronzezange",1,"Bronzebarren",1,"Bronzenieten",1,"Nelkenöl",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
24,3,"Grobschmied","RecipeLevelTable#10",0,"Bronzemörser",1,"Bronzebarren",2,"Eschen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
25,3,"Grobschmied","RecipeLevelTable#10",0,"Laien-Kreuz<SoftHyphen/>schlag<SoftHyphen/>ham<SoftHyphen/>mer",1,"Bronzebarren",1,"Na<SoftHyphen/>tur<SoftHyphen/>be<SoftHyphen/>las<SoftHyphen/>se<SoftHyphen/>ner Hanf",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
26,3,"Grobschmied","RecipeLevelTable#10",0,"Laien-Ziselierhammer",1,"Bronzebarren",1,"Bronzenieten",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
27,3,"Grobschmied","RecipeLevelTable#11",0,"Bronze-Ahle",1,"Bronzebarren",1,"Eschen-Bauholz",1,"Quallen-Körpersaft",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
28,3,"Grobschmied","RecipeLevelTable#11",0,"Bronzesense",1,"Bronzebarren",1,"Eschen-Bauholz",1,"Sandwetzstein",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
29,3,"Grobschmied","RecipeLevelTable#11",0,"Laien-Flachhammer",1,"Bronzebarren",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
30,3,"Grobschmied","RecipeLevelTable#11",0,"Laien-Spitzhacke",1,"Bronzebarren",1,"Na<SoftHyphen/>tur<SoftHyphen/>be<SoftHyphen/>las<SoftHyphen/>se<SoftHyphen/>ner Hanf",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
31,3,"Grobschmied","RecipeLevelTable#11",0,"Laien-Sattlermesser",1,"Bronzebarren",1,"Eschen-Bauholz",1,"Sandwetzstein",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
32,3,"Grobschmied","RecipeLevelTable#12",0,"Bronze-Küchenmesser",1,"Bronzebarren",1,"Eschen-Bauholz",1,"Sandwetzstein",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
33,3,"Grobschmied","RecipeLevelTable#12",0,"Bronze-Vorschlaghammer",1,"Bronzebarren",1,"Eschen-Bauholz",1,"Tierleim",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
34,3,"Grobschmied","RecipeLevelTable#12",0,"Laien-Fuchsschwanz",1,"Bronzebarren",1,"Bronzenieten",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
35,3,"Grobschmied","RecipeLevelTable#12",0,"Laien-Handbeil",1,"Bronzebarren",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
36,3,"Grobschmied","RecipeLevelTable#12",0,"Bronze-Ornamenthammer",1,"Laien-Ziselierhammer",1,"Bronzenieten",2,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
37,3,"Grobschmied","RecipeLevelTable#13",0,"Bronzeschlagringe",1,"Bronzebarren",2,"Juchleder",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
38,3,"Grobschmied","RecipeLevelTable#13",0,"Bronze-Spatha",1,"Bronzebarren",1,"Juchleder",1,"Schafsbockhorn",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
39,3,"Grobschmied","RecipeLevelTable#14",0,"Stachelbewehrte Bronze-Labrys",1,"Bronzebarren",3,"Eschen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
40,3,"Grobschmied","RecipeLevelTable#14",0,"Messing-Sattlermesser",1,"Bronze-Sattlermesser",1,"Sandwetzstein",1,"Messingbarren",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
41,3,"Grobschmied","RecipeLevelTable#15",0,"Schnabelhammer",1,"Bronzebarren",1,"Naturbelassene Baumwolle",1,"Eschen-Bauholz",1,"Quallen-Körpersaft",1,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
42,3,"Grobschmied","RecipeLevelTable#15",0,"Bronze-Schlichthammer",1,"Bronzebarren",1,"Bronzeplatte",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
43,1,"Grobschmied","RecipeLevelTable#16",0,"Eisenbarren",1,"Eisenerz",3,"",0,"",0,"",0,"",0,"",0,"Feuerscherbe",1,,0,"RecipeNotebookList#0",0,False,0,50,80,58,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
44,3,"Grobschmied","RecipeLevelTable#16",0,"Gefiederte Bronzespitzhacke",1,"Bronzespitzhacke",1,"Juchleder",1,"Krähenfeder",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
45,3,"Grobschmied","RecipeLevelTable#16",0,"Messing-Bastardschwert",1,"Bastardschwert",1,"Messingbarren",2,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
46,3,"Grobschmied","RecipeLevelTable#16",0,"Bronze-Chocoboschwanz",1,"Laien-Fuchsschwanz",1,"Bronzenieten",2,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
47,3,"Grobschmied","RecipeLevelTable#16",0,"Messingschlagringe",1,"Bronzeschlagringe",1,"Messingbarren",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
48,3,"Grobschmied","RecipeLevelTable#17",0,"Eisenstreitaxt",1,"Eisenbarren",2,"Eschen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
49,3,"Grobschmied","RecipeLevelTable#17",0,"Eisenhandbeil",1,"Eisenbarren",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
50,3,"Grobschmied","RecipeLevelTable#17",0,"Eisen-Labrys",1,"Eisenbarren",2,"Ulmen-Bauholz",1,"Juchleder",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
51,1,"Grobschmied","RecipeLevelTable#18",0,"Eisennieten",1,"Eisenbarren",1,"",0,"",0,"",0,"",0,"",0,"Feuerscherbe",1,,0,"RecipeNotebookList#0",0,False,50,50,80,58,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
52,3,"Grobschmied","RecipeLevelTable#18",0,"Ei<SoftHyphen/>sen-Kreuz<SoftHyphen/>schlag<SoftHyphen/>ham<SoftHyphen/>mer",1,"Eisenbarren",1,"Naturbelassene Baumwolle",1,"Ulmen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
53,3,"Grobschmied","RecipeLevelTable#18",0,"Eisen-Ziselierhammer",1,"Eisenbarren",1,"Eisennieten",1,"Ulmen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
54,3,"Grobschmied","RecipeLevelTable#18",0,"Eisen-Flachhammer",1,"Eisenbarren",1,"Ulmen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
55,3,"Grobschmied","RecipeLevelTable#19",0,"Eisen-Ahle",1,"Eisenbarren",1,"Ulmen-Bauholz",1,"Nelkenöl",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
56,3,"Grobschmied","RecipeLevelTable#19",0,"Anfänger-Handbeil",1,"Eisenbarren",1,"Ulmen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
57,3,"Grobschmied","RecipeLevelTable#19",0,"Initiaten-Sattlermesser",1,"Eisenbarren",1,"Eschen-Bauholz",1,"Tonwetzstein",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
58,3,"Grobschmied","RecipeLevelTable#19",0,"Anfänger-Vorschlaghammer",1,"Eisenbarren",1,"Ulmen-Bauholz",1,"Fischleim",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
59,3,"Grobschmied","RecipeLevelTable#20",0,"Messing-Wikingerschwert",1,"Wikingerschwert",1,"Messingbarren",1,"Steinbockleder",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
60,3,"Grobschmied","RecipeLevelTable#20",0,"Ei<SoftHyphen/>sen<SoftHyphen/>spitz<SoftHyphen/>ha<SoftHyphen/>cke",1,"Eisenbarren",1,"Naturbelassene Baumwolle",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
61,3,"Grobschmied","RecipeLevelTable#20",0,"Anfänger-Fuchsschwanz",1,"Eisenbarren",1,"Eisennieten",1,"Eschen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
62,3,"Grobschmied","RecipeLevelTable#20",0,"Eisen-Klauenhammer",1,"Eisenbarren",1,"Ulmen-Bauholz",1,"Quallen-Körpersaft",1,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
63,3,"Grobschmied","RecipeLevelTable#20",0,"Massakerschwert",1,"Messing-Bastardschwert",1,"Steinbockleder",1,"",0,"",0,"",0,"",0,"Feuerscherbe",1,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
64,3,"Grobschmied","RecipeLevelTable#21",0,"Eisen-Küchenmesser",1,"Eisenbarren",1,"Ulmen-Bauholz",1,"Tonwetzstein",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
65,3,"Grobschmied","RecipeLevelTable#21",0,"Eisensense",1,"Eisenbarren",1,"Ulmen-Bauholz",1,"Tonwetzstein",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
66,3,"Grobschmied","RecipeLevelTable#21",0,"Eisenmörser",1,"Eisenbarren",2,"Ulmen-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
67,3,"Grobschmied","RecipeLevelTable#21",0,"Infernoaxt",1,"Eisenstreitaxt",1,"Eisenbarren",1,"Messingbarren",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",0,False,False,0,65535,0
68,3,"Grobschmied","RecipeLevelTable#21",0,"Anfänger-Kreuz<SoftHyphen/>schlag<SoftHyphen/>ham<SoftHyphen/>mer",1,"Eisenbarren",1,"Naturbelassene Baumwolle",1,"Eiben-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
69,3,"Grobschmied","RecipeLevelTable#21",0,"Anfänger-Ziselierhammer",1,"Eisenbarren",1,"Eisennieten",1,"Eiben-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
70,3,"Grobschmied","RecipeLevelTable#21",0,"Anfänger-Flachhammer",1,"Eisenbarren",1,"Eiben-Bauholz",1,"",0,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
71,3,"Grobschmied","RecipeLevelTable#22",0,"Eisenfeile",1,"Eisenbarren",2,"Steinbockleder",1,"",0,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
72,3,"Grobschmied","RecipeLevelTable#22",0,"Eisenzange",1,"Eisenbarren",1,"Eisennieten",1,"Nelkenöl",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
73,3,"Grobschmied","RecipeLevelTable#22",0,"Anfänger-Spitzhacke",1,"Eisenbarren",1,"Naturbelassene Baumwolle",1,"Ulmen-Bauholz",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
74,3,"Grobschmied","RecipeLevelTable#22",0,"Eisen-Kurzschwert",1,"Eisenbarren",2,"Ulmen-Bauholz",1,"Steinbockleder",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
75,3,"Grobschmied","RecipeLevelTable#23",0,"Eisen-Vorschlaghammer",1,"Eisenbarren",1,"Ulmen-Bauholz",1,"Fischleim",1,"",0,"",0,"",0,"Feuerscherbe",2,"Erdscherbe",1,"RecipeNotebookList#0",0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",0,False,False,0,65535,0
